objectid,data,estação,estacao_nome,poluente,classificação,iqar,codnum
71896,2021/04/20 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,18,6
71897,2021/04/21 03:00:00+00,CA,Centro,MP10,Boa,16,3
71898,2021/04/21 03:00:00+00,SC,São Cristóvão,O3,Boa,12,7
71899,2021/04/21 03:00:00+00,SP,Tijuca,MP10,Boa,22,8
71900,2021/04/21 03:00:00+00,IR,Irajá,MP10,Boa,19,5
71901,2021/04/21 03:00:00+00,BG,Bangu,MP10,Boa,13,2
71902,2021/04/21 03:00:00+00,CG,Campo Grande,SO2,Boa,20,4
71903,2021/04/21 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,17,6
71904,2021/04/22 03:00:00+00,CA,Centro,MP10,Boa,20,3
71905,2021/04/22 03:00:00+00,SC,São Cristóvão,MP10,Boa,12,7
71906,2021/04/22 03:00:00+00,SP,Tijuca,MP10,Boa,18,8
71907,2021/04/22 03:00:00+00,IR,Irajá,MP10,Boa,24,5
71908,2021/04/22 03:00:00+00,BG,Bangu,MP10,Boa,12,2
71909,2021/04/22 03:00:00+00,CG,Campo Grande,SO2,Boa,18,4
71910,2021/04/22 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,17,6
71911,2021/04/23 03:00:00+00,CA,Centro,MP10,Boa,27,3
71912,2021/04/23 03:00:00+00,SC,São Cristóvão,O3,Boa,20,7
71913,2021/04/23 03:00:00+00,SP,Tijuca,MP10,Boa,22,8
71914,2021/04/23 03:00:00+00,IR,Irajá,MP10,Boa,30,5
71915,2021/04/23 03:00:00+00,BG,Bangu,MP10,Boa,19,2
71916,2021/04/23 03:00:00+00,CG,Campo Grande,MP10,Boa,22,4
71917,2021/04/23 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,20,6
71918,2021/04/24 03:00:00+00,CA,Centro,MP10,Boa,24,3
71919,2021/04/24 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
71920,2021/04/24 03:00:00+00,SP,Tijuca,MP10,Boa,23,8
71921,2021/04/24 03:00:00+00,IR,Irajá,MP10,Boa,33,5
71922,2021/04/24 03:00:00+00,BG,Bangu,O3,Boa,21,2
71923,2021/04/24 03:00:00+00,CG,Campo Grande,O3,Boa,19,4
71924,2021/04/24 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,19,6
71925,2021/04/25 03:00:00+00,CA,Centro,O3,Boa,39,3
71926,2021/04/25 03:00:00+00,SC,São Cristóvão,O3,Boa,34,7
71927,2021/04/25 03:00:00+00,SP,Tijuca,O3,Boa,36,8
71928,2021/04/25 03:00:00+00,IR,Irajá,O3,Boa,38,5
71929,2021/04/25 03:00:00+00,BG,Bangu,O3,Boa,37,2
71930,2021/04/25 03:00:00+00,CG,Campo Grande,O3,Boa,31,4
71931,2021/04/25 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
71932,2021/04/26 03:00:00+00,CA,Centro,MP10,Boa,38,3
71933,2021/04/26 03:00:00+00,SC,São Cristóvão,MP10,Boa,33,7
71934,2021/04/26 03:00:00+00,SP,Tijuca,MP10,Boa,30,8
71935,2021/04/26 03:00:00+00,IR,Irajá,MP10,Moderada,41,5
71936,2021/04/26 03:00:00+00,BG,Bangu,MP10,Boa,31,2
71937,2021/04/26 03:00:00+00,CG,Campo Grande,O3,Boa,24,4
71938,2021/04/26 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,32,6
71939,2021/04/27 03:00:00+00,CA,Centro,MP10,Boa,24,3
71940,2021/04/27 03:00:00+00,SC,São Cristóvão,O3,Boa,21,7
71941,2021/04/27 03:00:00+00,SP,Tijuca,O3,Boa,23,8
71942,2021/04/27 03:00:00+00,IR,Irajá,MP10,Boa,33,5
71943,2021/04/27 03:00:00+00,BG,Bangu,MP10,Boa,27,2
71944,2021/04/27 03:00:00+00,CG,Campo Grande,SO2,Boa,24,4
71945,2021/04/27 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,22,6
71946,2021/04/28 03:00:00+00,CA,Centro,MP10,Boa,19,3
71947,2021/04/28 03:00:00+00,SC,São Cristóvão,O3,Boa,20,7
71948,2021/04/28 03:00:00+00,SP,Tijuca,O3,Boa,20,8
71949,2021/04/28 03:00:00+00,IR,Irajá,MP10,Boa,20,5
71950,2021/04/28 03:00:00+00,BG,Bangu,O3,Boa,22,2
71951,2021/04/28 03:00:00+00,CG,Campo Grande,O3,Boa,17,4
71952,2021/04/28 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,20,6
71953,2021/04/29 03:00:00+00,CA,Centro,MP10,Boa,18,3
71954,2021/04/29 03:00:00+00,SC,São Cristóvão,O3,Boa,15,7
71955,2021/04/29 03:00:00+00,SP,Tijuca,O3,Boa,19,8
71956,2021/04/29 03:00:00+00,IR,Irajá,MP10,Boa,24,5
71957,2021/04/29 03:00:00+00,BG,Bangu,MP10,Boa,15,2
71958,2021/04/29 03:00:00+00,CG,Campo Grande,O3,Boa,12,4
71959,2021/04/29 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,18,6
71960,2021/04/30 03:00:00+00,CA,Centro,MP10,Boa,28,3
71961,2021/04/30 03:00:00+00,SC,São Cristóvão,MP10,Boa,18,7
71962,2021/04/30 03:00:00+00,SP,Tijuca,MP10,Boa,20,8
71963,2021/04/30 03:00:00+00,IR,Irajá,MP10,Boa,30,5
71964,2021/04/30 03:00:00+00,BG,Bangu,MP10,Boa,20,2
71965,2021/04/30 03:00:00+00,CG,Campo Grande,SO2,Boa,20,4
71966,2021/04/30 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,18,6
71967,2021/05/01 03:00:00+00,CA,Centro,MP10,Boa,20,3
71968,2021/05/01 03:00:00+00,SC,São Cristóvão,MP10,Boa,14,7
71969,2021/05/01 03:00:00+00,SP,Tijuca,MP10,Boa,18,8
71970,2021/05/01 03:00:00+00,IR,Irajá,MP10,Boa,26,5
71971,2021/05/01 03:00:00+00,BG,Bangu,MP10,Boa,18,2
71972,2021/05/01 03:00:00+00,CG,Campo Grande,O3,Boa,16,4
71973,2021/05/01 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,18,6
71974,2021/05/02 03:00:00+00,CA,Centro,O3,Boa,22,3
71975,2021/05/02 03:00:00+00,SC,São Cristóvão,O3,Boa,19,7
71976,2021/05/02 03:00:00+00,SP,Tijuca,O3,Boa,25,8
71977,2021/05/02 03:00:00+00,IR,Irajá,MP10,Boa,22,5
71978,2021/05/02 03:00:00+00,BG,Bangu,O3,Boa,20,2
71979,2021/05/02 03:00:00+00,CG,Campo Grande,SO2,Boa,24,4
71980,2021/05/02 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,20,6
71981,2021/05/03 03:00:00+00,CA,Centro,MP10,Boa,26,3
71982,2021/05/03 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
71983,2021/05/03 03:00:00+00,SP,Tijuca,MP10,Boa,20,8
71984,2021/05/03 03:00:00+00,IR,Irajá,MP10,Boa,31,5
71985,2021/05/03 03:00:00+00,BG,Bangu,MP10,Boa,23,2
71986,2021/05/03 03:00:00+00,CG,Campo Grande,SO2,Boa,22,4
71987,2021/05/03 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,22,6
71988,2021/05/04 03:00:00+00,CA,Centro,MP10,Boa,22,3
71989,2021/05/04 03:00:00+00,SC,São Cristóvão,MP10,Boa,30,7
71990,2021/05/04 03:00:00+00,SP,Tijuca,O3,Boa,21,8
71991,2021/05/04 03:00:00+00,IR,Irajá,MP10,Boa,39,5
71992,2021/05/04 03:00:00+00,BG,Bangu,MP10,Boa,28,2
71993,2021/05/04 03:00:00+00,CG,Campo Grande,MP10,Boa,29,4
71994,2021/05/04 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,31,6
71995,2021/05/05 03:00:00+00,CA,Centro,MP10,Boa,26,3
71996,2021/05/05 03:00:00+00,SC,São Cristóvão,MP10,Boa,38,7
71997,2021/05/05 03:00:00+00,SP,Tijuca,O3,Boa,31,8
71998,2021/05/05 03:00:00+00,IR,Irajá,MP10,Moderada,42,5
71999,2021/05/05 03:00:00+00,BG,Bangu,SO2,Moderada,56,2
72000,2021/05/05 03:00:00+00,CG,Campo Grande,O3,Boa,23,4
72001,2021/05/05 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
72002,2021/05/06 03:00:00+00,CA,Centro,O3,Boa,36,3
72003,2021/05/06 03:00:00+00,SC,São Cristóvão,MP10,Boa,40,7
72004,2021/05/06 03:00:00+00,SP,Tijuca,MP10,Boa,38,8
72005,2021/05/06 03:00:00+00,IR,Irajá,MP2_5,Moderada,46,5
72006,2021/05/06 03:00:00+00,BG,Bangu,SO2,Moderada,44,2
72007,2021/05/06 03:00:00+00,CG,Campo Grande,MP10,Boa,37,4
72008,2021/05/06 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,35,6
72009,2021/05/07 03:00:00+00,CA,Centro,MP10,Boa,22,3
72010,2021/05/07 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
72011,2021/05/07 03:00:00+00,SP,Tijuca,O3,Boa,27,8
72012,2021/05/07 03:00:00+00,IR,Irajá,MP10,Boa,28,5
72013,2021/05/07 03:00:00+00,BG,Bangu,SO2,Boa,26,2
72014,2021/05/07 03:00:00+00,CG,Campo Grande,MP10,Boa,18,4
72015,2021/05/07 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,27,6
72016,2021/05/08 03:00:00+00,CA,Centro,O3,Boa,12,3
72017,2021/05/08 03:00:00+00,SC,São Cristóvão,SO2,Boa,12,7
72018,2021/05/08 03:00:00+00,SP,Tijuca,MP10,Boa,22,8
72019,2021/05/08 03:00:00+00,IR,Irajá,MP10,Boa,17,5
72020,2021/05/08 03:00:00+00,BG,Bangu,SO2,Boa,24,2
72021,2021/05/08 03:00:00+00,CG,Campo Grande,MP10,Boa,11,4
72022,2021/05/08 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,17,6
72023,2021/05/09 03:00:00+00,CA,Centro,MP10,Boa,31,3
72024,2021/05/09 03:00:00+00,SC,São Cristóvão,MP10,Boa,17,7
72025,2021/05/09 03:00:00+00,SP,Tijuca,MP10,Boa,23,8
72026,2021/05/09 03:00:00+00,IR,Irajá,MP10,Boa,19,5
72027,2021/05/09 03:00:00+00,BG,Bangu,SO2,Boa,32,2
72028,2021/05/09 03:00:00+00,CG,Campo Grande,SO2,Boa,24,4
72029,2021/05/09 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,16,6
72030,2021/05/10 03:00:00+00,CA,Centro,MP10,Boa,32,3
72031,2021/05/10 03:00:00+00,SC,São Cristóvão,O3,Boa,18,7
72032,2021/05/10 03:00:00+00,SP,Tijuca,O3,Boa,22,8
72033,2021/05/10 03:00:00+00,IR,Irajá,MP10,Boa,16,5
72034,2021/05/10 03:00:00+00,BG,Bangu,SO2,Boa,30,2
72035,2021/05/10 03:00:00+00,CG,Campo Grande,O3,Boa,16,4
72036,2021/05/10 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,20,6
72037,2021/05/11 03:00:00+00,CA,Centro,MP10,Boa,34,3
72038,2021/05/11 03:00:00+00,SC,São Cristóvão,MP10,Boa,26,7
72039,2021/05/11 03:00:00+00,SP,Tijuca,MP10,Boa,28,8
72040,2021/05/11 03:00:00+00,IR,Irajá,SO2,Moderada,42,5
72041,2021/05/11 03:00:00+00,BG,Bangu,MP10,Boa,26,2
72042,2021/05/11 03:00:00+00,CG,Campo Grande,MP10,Boa,17,4
72043,2021/05/11 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,25,6
72044,2021/05/12 03:00:00+00,CA,Centro,MP10,Moderada,45,3
72045,2021/05/12 03:00:00+00,SC,São Cristóvão,MP10,Boa,31,7
72046,2021/05/12 03:00:00+00,SP,Tijuca,MP10,Boa,32,8
72047,2021/05/12 03:00:00+00,IR,Irajá,MP10,Boa,38,5
72048,2021/05/12 03:00:00+00,BG,Bangu,MP10,Boa,28,2
72049,2021/05/12 03:00:00+00,CG,Campo Grande,MP10,Boa,30,4
72050,2021/05/12 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,28,6
72051,2021/05/13 03:00:00+00,CA,Centro,MP10,Boa,25,3
72052,2021/05/13 03:00:00+00,SC,São Cristóvão,O3,Boa,15,7
72053,2021/05/13 03:00:00+00,SP,Tijuca,O3,Boa,21,8
72054,2021/05/13 03:00:00+00,IR,Irajá,MP10,Boa,14,5
72055,2021/05/13 03:00:00+00,BG,Bangu,SO2,Boa,18,2
72056,2021/05/13 03:00:00+00,CG,Campo Grande,SO2,Boa,22,4
72057,,PG,Pedra de Guaratiba,,Indisponível,,6
72058,2021/05/14 03:00:00+00,CA,Centro,MP10,Boa,33,3
72059,2021/05/14 03:00:00+00,SC,São Cristóvão,O3,Boa,19,7
72060,2021/05/14 03:00:00+00,SP,Tijuca,O3,Boa,21,8
72061,2021/05/14 03:00:00+00,IR,Irajá,MP10,Boa,23,5
72062,2021/05/14 03:00:00+00,BG,Bangu,MP10,Boa,24,2
72063,2021/05/14 03:00:00+00,CG,Campo Grande,SO2,Boa,18,4
72064,2021/05/14 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,20,6
72065,2021/05/15 03:00:00+00,CA,Centro,MP10,Boa,37,3
72066,2021/05/15 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
72067,2021/05/15 03:00:00+00,SP,Tijuca,O3,Boa,28,8
72068,2021/05/15 03:00:00+00,IR,Irajá,MP10,Boa,38,5
72069,2021/05/15 03:00:00+00,BG,Bangu,MP10,Boa,30,2
72070,2021/05/15 03:00:00+00,CG,Campo Grande,MP10,Boa,22,4
72071,2021/05/15 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,22,6
72072,2021/05/16 03:00:00+00,CA,Centro,MP10,Boa,30,3
72073,2021/05/16 03:00:00+00,SC,São Cristóvão,MP10,Boa,19,7
72074,2021/05/16 03:00:00+00,SP,Tijuca,O3,Boa,25,8
72075,2021/05/16 03:00:00+00,IR,Irajá,MP10,Boa,21,5
72076,2021/05/16 03:00:00+00,BG,Bangu,O3,Boa,22,2
72077,2021/05/16 03:00:00+00,CG,Campo Grande,MP10,Boa,18,4
72078,2021/05/16 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,24,6
72079,2021/05/17 03:00:00+00,CA,Centro,MP10,Moderada,42,3
72080,2021/05/17 03:00:00+00,SC,São Cristóvão,MP10,Boa,29,7
72081,2021/05/17 03:00:00+00,SP,Tijuca,MP10,Boa,29,8
72082,2021/05/17 03:00:00+00,IR,Irajá,MP10,Boa,38,5
72083,2021/05/17 03:00:00+00,BG,Bangu,MP10,Boa,28,2
72084,2021/05/17 03:00:00+00,CG,Campo Grande,MP10,Boa,24,4
72085,2021/05/17 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,27,6
72086,2021/05/18 03:00:00+00,CA,Centro,MP10,Moderada,42,3
72087,2021/05/18 03:00:00+00,SC,São Cristóvão,MP10,Boa,25,7
72088,2021/05/18 03:00:00+00,SP,Tijuca,O3,Boa,26,8
72089,2021/05/18 03:00:00+00,IR,Irajá,MP10,Boa,39,5
72090,2021/05/18 03:00:00+00,BG,Bangu,MP10,Boa,21,2
72091,2021/05/18 03:00:00+00,CG,Campo Grande,SO2,Boa,26,4
72092,2021/05/18 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,19,6
72093,2021/05/19 03:00:00+00,CA,Centro,MP10,Boa,39,3
72094,2021/05/19 03:00:00+00,SC,São Cristóvão,MP10,Boa,27,7
72095,2021/05/19 03:00:00+00,SP,Tijuca,MP10,Boa,26,8
72096,2021/05/19 03:00:00+00,IR,Irajá,MP10,Boa,34,5
72097,2021/05/19 03:00:00+00,BG,Bangu,MP10,Boa,26,2
72098,2021/05/19 03:00:00+00,CG,Campo Grande,MP10,Boa,19,4
72099,2021/05/19 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,22,6
72100,2021/05/20 03:00:00+00,CA,Centro,MP10,Moderada,43,3
72101,2021/05/20 03:00:00+00,SC,São Cristóvão,MP10,Boa,34,7
72102,2021/05/20 03:00:00+00,SP,Tijuca,MP10,Boa,38,8
72103,2021/05/20 03:00:00+00,IR,Irajá,MP10,Moderada,46,5
72104,2021/05/20 03:00:00+00,BG,Bangu,MP10,Boa,40,2
72105,2021/05/20 03:00:00+00,CG,Campo Grande,MP10,Boa,31,4
72106,2021/05/20 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,32,6
72107,2021/05/21 03:00:00+00,CA,Centro,MP10,Moderada,46,3
72108,2021/05/21 03:00:00+00,SC,São Cristóvão,MP10,Boa,38,7
72109,2021/05/21 03:00:00+00,SP,Tijuca,MP10,Moderada,44,8
72110,2021/05/21 03:00:00+00,IR,Irajá,MP10,Moderada,53,5
72111,2021/05/21 03:00:00+00,BG,Bangu,MP10,Moderada,54,2
72112,2021/05/21 03:00:00+00,CG,Campo Grande,MP10,Moderada,43,4
72113,2021/05/21 03:00:00+00,PG,Pedra de Guaratiba,MP10,Moderada,47,6
72114,2021/05/22 03:00:00+00,CA,Centro,MP10,Moderada,48,3
72115,2021/05/22 03:00:00+00,SC,São Cristóvão,MP10,Moderada,42,7
72116,2021/05/22 03:00:00+00,SP,Tijuca,MP10,Boa,34,8
72117,2021/05/22 03:00:00+00,IR,Irajá,MP10,Moderada,49,5
72118,2021/05/22 03:00:00+00,BG,Bangu,MP10,Boa,38,2
72119,2021/05/22 03:00:00+00,CG,Campo Grande,MP10,Moderada,50,4
72120,2021/05/22 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,36,6
72121,2021/05/23 03:00:00+00,CA,Centro,MP10,Moderada,46,3
72122,2021/05/23 03:00:00+00,SC,São Cristóvão,MP10,Moderada,49,7
72123,2021/05/23 03:00:00+00,SP,Tijuca,MP10,Moderada,41,8
72124,2021/05/23 03:00:00+00,IR,Irajá,MP2_5,Moderada,62,5
72125,2021/05/23 03:00:00+00,BG,Bangu,SO2,Boa,28,2
72126,2021/05/23 03:00:00+00,CG,Campo Grande,SO2,Boa,34,4
72127,2021/05/23 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,26,6
72128,2021/05/24 03:00:00+00,CA,Centro,MP10,Moderada,42,3
72129,2021/05/24 03:00:00+00,SC,São Cristóvão,MP10,Boa,37,7
72130,2021/05/24 03:00:00+00,SP,Tijuca,O3,Boa,30,8
72131,2021/05/24 03:00:00+00,IR,Irajá,MP10,Boa,29,5
72132,2021/05/24 03:00:00+00,BG,Bangu,SO2,Boa,28,2
72133,2021/05/24 03:00:00+00,CG,Campo Grande,MP10,Boa,19,4
72134,2021/05/24 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,24,6
72135,2021/05/25 03:00:00+00,CA,Centro,MP10,Boa,29,3
72136,2021/05/25 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
72137,2021/05/25 03:00:00+00,SP,Tijuca,O3,Boa,26,8
72138,2021/05/25 03:00:00+00,IR,Irajá,MP10,Boa,30,5
72139,2021/05/25 03:00:00+00,BG,Bangu,SO2,Boa,34,2
72140,2021/05/25 03:00:00+00,CG,Campo Grande,MP10,Boa,22,4
72141,2021/05/25 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,28,6
72142,2021/05/26 03:00:00+00,CA,Centro,MP10,Boa,34,3
72143,2021/05/26 03:00:00+00,SC,São Cristóvão,MP10,Boa,30,7
72144,2021/05/26 03:00:00+00,SP,Tijuca,O3,Boa,31,8
72145,2021/05/26 03:00:00+00,IR,Irajá,MP10,Moderada,43,5
72146,2021/05/26 03:00:00+00,BG,Bangu,MP10,Boa,37,2
72147,2021/05/26 03:00:00+00,CG,Campo Grande,MP10,Boa,26,4
72148,2021/05/26 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,34,6
72149,2021/05/27 03:00:00+00,CA,Centro,MP10,Moderada,53,3
72150,2021/05/27 03:00:00+00,SC,São Cristóvão,MP10,Moderada,53,7
72151,2021/05/27 03:00:00+00,SP,Tijuca,MP10,Moderada,48,8
72152,2021/05/27 03:00:00+00,IR,Irajá,MP10,Moderada,55,5
72153,2021/05/27 03:00:00+00,BG,Bangu,MP10,Moderada,50,2
72154,2021/05/27 03:00:00+00,CG,Campo Grande,MP10,Boa,40,4
72155,2021/05/27 03:00:00+00,PG,Pedra de Guaratiba,MP10,Moderada,41,6
72156,2021/05/28 03:00:00+00,CA,Centro,MP10,Moderada,46,3
72157,2021/05/28 03:00:00+00,SC,São Cristóvão,MP10,Boa,38,7
72158,2021/05/28 03:00:00+00,SP,Tijuca,MP10,Boa,34,8
72159,2021/05/28 03:00:00+00,IR,Irajá,MP10,Moderada,46,5
72160,2021/05/28 03:00:00+00,BG,Bangu,SO2,Moderada,58,2
72161,2021/05/28 03:00:00+00,CG,Campo Grande,MP10,Moderada,46,4
72162,2021/05/28 03:00:00+00,PG,Pedra de Guaratiba,MP10,Moderada,53,6
72163,2021/05/29 03:00:00+00,CA,Centro,MP10,Moderada,45,3
72164,2021/05/29 03:00:00+00,SC,São Cristóvão,MP10,Boa,36,7
72165,2021/05/29 03:00:00+00,SP,Tijuca,MP10,Boa,34,8
72166,2021/05/29 03:00:00+00,IR,Irajá,MP10,Moderada,47,5
72167,2021/05/29 03:00:00+00,BG,Bangu,SO2,Moderada,54,2
72168,2021/05/29 03:00:00+00,CG,Campo Grande,MP10,Moderada,46,4
72169,2021/05/29 03:00:00+00,PG,Pedra de Guaratiba,MP10,Moderada,46,6
72170,2021/05/30 03:00:00+00,CA,Centro,MP10,Moderada,42,3
72171,2021/05/30 03:00:00+00,SC,São Cristóvão,MP10,Moderada,42,7
72172,2021/05/30 03:00:00+00,SP,Tijuca,MP10,Boa,36,8
72173,2021/05/30 03:00:00+00,IR,Irajá,MP10,Moderada,42,5
72174,2021/05/30 03:00:00+00,BG,Bangu,SO2,Moderada,58,2
72175,2021/05/30 03:00:00+00,CG,Campo Grande,MP10,Boa,35,4
72176,2021/05/30 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,31,6
72177,2021/05/31 03:00:00+00,CA,Centro,MP10,Boa,30,3
72178,2021/05/31 03:00:00+00,SC,São Cristóvão,MP10,Boa,29,7
72179,2021/05/31 03:00:00+00,SP,Tijuca,MP10,Boa,28,8
72180,2021/05/31 03:00:00+00,IR,Irajá,MP2_5,Boa,26,5
72181,2021/05/31 03:00:00+00,BG,Bangu,MP10,Boa,14,2
72182,2021/05/31 03:00:00+00,CG,Campo Grande,MP10,Boa,17,4
72183,2021/05/31 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,10,6
72184,2021/06/01 03:00:00+00,CA,Centro,MP10,Boa,36,3
72185,2021/06/01 03:00:00+00,SC,São Cristóvão,MP10,Boa,27,7
72186,2021/06/01 03:00:00+00,SP,Tijuca,MP10,Boa,25,8
72187,2021/06/01 03:00:00+00,IR,Irajá,MP10,Boa,24,5
72188,2021/06/01 03:00:00+00,BG,Bangu,MP10,Boa,32,2
72189,2021/06/01 03:00:00+00,CG,Campo Grande,MP10,Boa,18,4
72190,2021/06/01 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,20,6
72191,2021/06/02 03:00:00+00,CA,Centro,MP10,Moderada,43,3
72192,2021/06/02 03:00:00+00,SC,São Cristóvão,MP10,Boa,34,7
72193,2021/06/02 03:00:00+00,SP,Tijuca,MP10,Boa,27,8
72194,2021/06/02 03:00:00+00,IR,Irajá,MP10,Moderada,44,5
72195,2021/06/02 03:00:00+00,BG,Bangu,MP10,Moderada,42,2
72196,2021/06/02 03:00:00+00,CG,Campo Grande,MP10,Boa,29,4
72197,2021/06/02 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,26,6
72198,2021/06/03 03:00:00+00,CA,Centro,MP10,Moderada,47,3
72199,2021/06/03 03:00:00+00,SC,São Cristóvão,MP10,Moderada,41,7
72200,2021/06/03 03:00:00+00,SP,Tijuca,O3,Moderada,53,8
72201,2021/06/03 03:00:00+00,IR,Irajá,MP10,Moderada,50,5
72202,2021/06/03 03:00:00+00,BG,Bangu,O3,Boa,30,2
72203,2021/06/03 03:00:00+00,CG,Campo Grande,MP10,Boa,26,4
72204,2021/06/03 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
72205,2021/06/04 03:00:00+00,CA,Centro,MP10,Moderada,53,3
72206,2021/06/04 03:00:00+00,SC,São Cristóvão,MP10,Boa,35,7
72207,2021/06/04 03:00:00+00,SP,Tijuca,MP10,Boa,38,8
72208,2021/06/04 03:00:00+00,IR,Irajá,MP10,Moderada,42,5
72209,2021/06/04 03:00:00+00,BG,Bangu,O3,Boa,38,2
72210,2021/06/04 03:00:00+00,CG,Campo Grande,MP10,Boa,33,4
72211,2021/06/04 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,33,6
72212,2021/06/05 03:00:00+00,CA,Centro,MP10,Boa,30,3
72213,2021/06/05 03:00:00+00,SC,São Cristóvão,MP10,Boa,20,7
72214,2021/06/05 03:00:00+00,SP,Tijuca,O3,Boa,28,8
72215,2021/06/05 03:00:00+00,IR,Irajá,MP10,Boa,25,5
72216,2021/06/05 03:00:00+00,BG,Bangu,MP10,Boa,25,2
72217,2021/06/05 03:00:00+00,CG,Campo Grande,SO2,Boa,32,4
72218,2021/06/05 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,26,6
72219,2021/06/06 03:00:00+00,CA,Centro,MP10,Boa,36,3
72220,2021/06/06 03:00:00+00,SC,São Cristóvão,MP10,Boa,27,7
72221,2021/06/06 03:00:00+00,SP,Tijuca,O3,Boa,28,8
72222,2021/06/06 03:00:00+00,IR,Irajá,MP10,Boa,30,5
72223,2021/06/06 03:00:00+00,BG,Bangu,O3,Boa,18,2
72224,2021/06/06 03:00:00+00,CG,Campo Grande,SO2,Boa,18,4
72225,2021/06/06 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,20,6
72226,2021/06/07 03:00:00+00,CA,Centro,MP10,Moderada,47,3
72227,2021/06/07 03:00:00+00,SC,São Cristóvão,MP10,Boa,32,7
72228,2021/06/07 03:00:00+00,SP,Tijuca,MP10,Moderada,44,8
72229,2021/06/07 03:00:00+00,IR,Irajá,MP10,Boa,35,5
72230,2021/06/07 03:00:00+00,BG,Bangu,MP10,Boa,32,2
72231,2021/06/07 03:00:00+00,CG,Campo Grande,MP10,Boa,30,4
72232,2021/06/07 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,26,6
72233,2021/06/08 03:00:00+00,CA,Centro,MP10,Moderada,46,3
72234,2021/06/08 03:00:00+00,SC,São Cristóvão,MP10,Boa,31,7
72235,2021/06/08 03:00:00+00,SP,Tijuca,O3,Boa,19,8
72236,2021/06/08 03:00:00+00,IR,Irajá,MP10,Boa,34,5
72237,2021/06/08 03:00:00+00,BG,Bangu,MP10,Boa,27,2
72238,2021/06/08 03:00:00+00,CG,Campo Grande,MP10,Boa,22,4
72239,2021/06/08 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,25,6
72240,2021/06/09 03:00:00+00,CA,Centro,MP10,Boa,38,3
72241,2021/06/09 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
72242,2021/06/09 03:00:00+00,SP,Tijuca,O3,Boa,20,8
72243,2021/06/09 03:00:00+00,IR,Irajá,MP10,Boa,29,5
72244,2021/06/09 03:00:00+00,BG,Bangu,MP10,Boa,25,2
72245,2021/06/09 03:00:00+00,CG,Campo Grande,MP10,Boa,26,4
72246,2021/06/09 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,20,6
72247,2021/06/10 03:00:00+00,CA,Centro,MP10,Boa,27,3
